Bundle,Resolving Time
com.google.code.atinject.tck_1.1.0.v20150813-0925,790572415
com.ibm.icu_56.1.0.v201601250100,788669539
com.jcraft.jsch_0.1.54.v20170116-1932,786838956
com.sun.el_2.2.0.v201303151357,785598331
javax.annotation_1.2.0.v201602091430,784501027
javax.el_2.2.0.v201303151357,783482573
javax.inject_1.0.0.v20091030,782642339
javax.servlet_3.1.0.v201410161800,778511840
javax.servlet.jsp_2.2.0.v201112011158,781065602
javax.xml_1.3.4.v201005080400,775791139
org.apache.ant_1.9.6.v201510161327,774946115
org.apache.batik.css_1.7.0.v201011041433,773890559
org.apache.batik.util_1.7.0.v201011041433,771964185
org.apache.batik.util.gui_1.7.0.v200903091627,772800256
org.apache.commons.codec_1.6.0.v201305230611,770277532
org.apache.commons.fileupload_1.2.2.v20111214-1400,768821758
org.apache.commons.io_2.2.0.v201405211200,767654639
org.apache.commons.jxpath_1.3.0.v200911051830,766383806
org.apache.commons.logging_1.1.1.v201101211721,765643294
org.apache.felix.gogo.command_0.10.0.v201209301215,-1
org.apache.felix.gogo.runtime_0.10.0.v201209301036,-1
org.apache.felix.gogo.shell_0.10.0.v201212101605,-1
org.apache.httpcomponents.httpclient_4.3.6.v201511171540,754265438
org.apache.httpcomponents.httpcore_4.3.3.v201411290715,752841565
org.apache.jasper.glassfish_2.2.2.v201501141630,749889850
org.apache.lucene.analysis_3.5.0.v20120725-1805,748804085
org.apache.lucene.core_3.5.0.v20120725-1805,747795085
org.apache.mina.core_2.0.7.v201401071602,742997191
org.apache.sshd.core_0.7.0.v201303101611,740789184
org.easymock_2.4.0.v20090202-0900,739813978
org.eclipse.ant.core_3.4.100.v20160505-0642,738690056
org.eclipse.ant.launching_1.1.201.v20161115-1135,737150070
org.eclipse.ant.optional.junit_3.3.200.v20160315-2119,735853861
org.eclipse.ant.ui_3.6.201.v20161115-1135,733364904
org.eclipse.compare_3.7.1.v20170103-1805,724976743
org.eclipse.compare.core_3.6.0.v20160418-1534,732194572
org.eclipse.compare.examples_3.2.0.v20160323-1650,730065518
org.eclipse.compare.examples.xml_3.4.0.v20161002-1953,730928839
org.eclipse.compare.win32_1.1.0.v20160418-1534,-1
org.eclipse.core.commands_3.8.1.v20161221-1651,723328630
org.eclipse.core.contenttype_3.5.100.v20160418-1621,719793488
org.eclipse.core.databinding_1.6.0.v20160412-0910,712625532
org.eclipse.core.databinding.beans_1.3.100.v20160509-1025,716772769
org.eclipse.core.databinding.observable_1.6.0.v20160511-1747,715283042
org.eclipse.core.databinding.property_1.6.0.v20160427-0852,714034332
org.eclipse.core.expressions_3.5.100.v20160418-1621,711386056
org.eclipse.core.externaltools_1.0.400.v20160509-1057,710156437
org.eclipse.core.filebuffers_3.6.0.v20160503-1849,708719258
org.eclipse.core.filesystem_1.6.1.v20161113-2349,693578697
org.eclipse.core.filesystem.aix.ppc_1.1.0.v20140124-1940,-1
org.eclipse.core.filesystem.aix.ppc64_1.1.0.v20140124-1940,-1
org.eclipse.core.filesystem.hpux.ia64_1.1.0.v20140124-1940,-1
org.eclipse.core.filesystem.linux.ppc_1.0.200.v20140124-1940,-1
org.eclipse.core.filesystem.linux.ppc64_1.4.0.v20140124-1940,-1
org.eclipse.core.filesystem.linux.ppc64le_1.4.0.v20140822-1153,-1
org.eclipse.core.filesystem.linux.x86_1.4.200.v20140124-1940,-1
org.eclipse.core.filesystem.linux.x86_64_1.2.200.v20140124-1940,-1
org.eclipse.core.filesystem.macosx_1.3.0.v20140124-1940,698717549
org.eclipse.core.filesystem.win32.x86_1.4.0.v20140124-1940,-1
org.eclipse.core.filesystem.win32.x86_64_1.4.0.v20140124-1940,-1
org.eclipse.core.jobs_3.8.0.v20160509-0411,692431132
org.eclipse.core.net_1.3.0.v20160418-1534,688051122
org.eclipse.core.net.linux.x86_1.2.0.v20160323-1650,-1
org.eclipse.core.net.linux.x86_64_1.2.0.v20160323-1650,-1
org.eclipse.core.net.win32.x86_1.1.0.v20160323-1650,-1
org.eclipse.core.net.win32.x86_64_1.1.0.v20160323-1650,-1
org.eclipse.core.resources_3.11.1.v20161107-2032,683159748
org.eclipse.core.resources.win32.x86_3.5.100.v20140124-1940,-1
org.eclipse.core.resources.win32.x86_64_3.5.0.v20140124-1940,-1
org.eclipse.core.runtime_3.12.0.v20160606-1342,682444104
org.eclipse.core.variables_3.3.0.v20160419-1720,681892473
org.eclipse.cvs_1.4.302.v20170301-0400,681310650
org.eclipse.debug.core_3.10.100.v20160419-1720,680401046
org.eclipse.debug.examples.core_1.4.0.v20160419-1720,679638630
org.eclipse.debug.examples.ui_1.5.0.v20160419-1720,679015212
org.eclipse.debug.ui_3.11.202.v20161114-0338,675121787
org.eclipse.e4.core.commands_0.11.100.v20160506-0804,674073770
org.eclipse.e4.core.contexts_1.5.1.v20170203-1100,672852445
org.eclipse.e4.core.di_1.6.1.v20160712-0927,670397664
org.eclipse.e4.core.di.annotations_1.5.0.v20151127-1241,671998497
org.eclipse.e4.core.di.extensions_0.14.0.v20160211-1614,671214400
org.eclipse.e4.core.services_2.0.100.v20160509-1032,669412486
org.eclipse.e4.emf.xpath_0.1.200.v20160506-0804,668489800
org.eclipse.e4.tools_4.5.0.v20160503-0947,661134377
org.eclipse.e4.tools.compat_4.5.0.v20160503-0947,667551283
org.eclipse.e4.tools.emf.editor3x_4.5.0.v20160503-0947,-1
org.eclipse.e4.tools.emf.ui_4.5.100.v20170109-1815,-1
org.eclipse.e4.tools.jdt.templates_4.5.0.v20161220-1401,662624303
org.eclipse.e4.tools.services_4.5.0.v20160503-0947,661979751
org.eclipse.e4.ui.bindings_0.11.100.v20160509-1025,660177729
org.eclipse.e4.ui.css.core_0.12.1.v20161114-0210,658824468
org.eclipse.e4.ui.css.swt_0.12.100.v20160517-1505,656812646
org.eclipse.e4.ui.css.swt.theme_0.10.100.v20160523-0836,657940641
org.eclipse.e4.ui.di_1.1.100.v20160506-0759,655997419
org.eclipse.e4.ui.dialogs_1.1.0.v20151127-1218,655187547
org.eclipse.e4.ui.model.workbench_1.2.0.v20160229-1459,653700446
org.eclipse.e4.ui.services_1.2.100.v20160506-0759,652751432
org.eclipse.e4.ui.swt.gtk_1.0.100.v20160301-1001,-1
org.eclipse.e4.ui.widgets_1.1.100.v20160506-0759,651280857
org.eclipse.e4.ui.workbench_1.4.0.v20160517-1624,638703451
org.eclipse.e4.ui.workbench.addons.swt_1.2.101.v20170206-1129,650188551
org.eclipse.e4.ui.workbench.renderers.swt_0.14.1.v20170117-1415,645309483
org.eclipse.e4.ui.workbench.renderers.swt.cocoa_0.11.300.v20160330-1418,649155619
org.eclipse.e4.ui.workbench.swt_0.14.1.v20160829-0832,642153002
org.eclipse.e4.ui.workbench3_0.13.100.v20160506-0759,640162862
org.eclipse.ecf_3.8.0.v20160405-1820,628833607
org.eclipse.ecf.filetransfer_5.0.0.v20160405-1820,637236069
org.eclipse.ecf.identity_3.7.0.v20160405-1820,635764286
org.eclipse.ecf.provider.filetransfer_3.2.200.v20160405-1820,631225728
org.eclipse.ecf.provider.filetransfer.httpclient4_1.1.100.v20160405-1820,633689413
org.eclipse.ecf.provider.filetransfer.httpclient4.ssl_1.1.0.v20160405-1820,635046772
org.eclipse.ecf.provider.filetransfer.ssl_1.0.0.v20160405-1820,632662236
org.eclipse.ecf.ssl_1.2.0.v20160405-1820,630397010
org.eclipse.emf.common_2.12.0.v20160420-0247,627243015
org.eclipse.emf.ecore_2.12.0.v20160420-0247,620924091
org.eclipse.emf.ecore.change_2.11.0.v20160420-0247,626252033
org.eclipse.emf.ecore.xmi_2.12.0.v20160420-0247,625176953
org.eclipse.equinox.app_1.3.400.v20150715-1528,619376502
org.eclipse.equinox.bidi_1.0.0.v20160307-1318,617115605
org.eclipse.equinox.cm_1.1.200.v20160324-1850,615473400
org.eclipse.equinox.common_3.8.0.v20160509-1230,-1
org.eclipse.equinox.concurrent_1.1.0.v20130327-1442,610048912
org.eclipse.equinox.console_1.1.200.v20150929-1405,-1
org.eclipse.equinox.console.jaas.fragment_1.0.0.v20130327-1442,609256360
org.eclipse.equinox.console.ssh_1.0.100.v20131208-1728,608295102
org.eclipse.equinox.coordinator_1.3.200.v20160325-1323,606548429
org.eclipse.equinox.device_1.0.400.v20130327-1442,605632697
org.eclipse.equinox.ds_1.4.400.v20160226-2036,601673785
org.eclipse.equinox.event_1.3.200.v20160324-1850,600643977
org.eclipse.equinox.frameworkadmin_2.0.300.v20160504-1450,597924232
org.eclipse.equinox.frameworkadmin.equinox_1.0.700.v20160102-2223,599625119
org.eclipse.equinox.frameworkadmin.test_1.1.100.v20150430-1836,598713699
org.eclipse.equinox.http.jetty_3.3.0.v20160324-1850,596981318
org.eclipse.equinox.http.registry_1.1.400.v20150715-1528,595953701
org.eclipse.equinox.http.servlet_1.3.1.v20160808-1329,594748849
org.eclipse.equinox.http.servletbridge_1.0.300.v20130327-1442,593788069
org.eclipse.equinox.io_1.1.100.v20150430-1834,592940897
org.eclipse.equinox.ip_1.1.300.v20130327-1442,591921432
org.eclipse.equinox.jsp.jasper_1.0.500.v20150119-1358,590222493
org.eclipse.equinox.jsp.jasper.registry_1.0.300.v20130327-1442,591134456
org.eclipse.equinox.launcher_1.3.201.v20161025-1711,578370129
org.eclipse.equinox.launcher.cocoa.macosx.x86_64_1.1.401.v20161122-1740,589542000
org.eclipse.equinox.launcher.gtk.aix.ppc_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.aix.ppc64_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.hpux.ia64_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.linux.ppc_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.linux.ppc64_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.linux.ppc64le_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.linux.s390_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.linux.s390x_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.linux.x86_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.linux.x86_64_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.solaris.sparcv9_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.gtk.solaris.x86_64_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.win32.win32.x86_1.1.401.v20161122-1740,-1
org.eclipse.equinox.launcher.win32.win32.x86_64_1.1.401.v20161122-1740,-1
org.eclipse.equinox.metatype_1.4.200.v20160324-1850,577494189
org.eclipse.equinox.p2.artifact.repository_1.1.500.v20160419-0834,576380572
org.eclipse.equinox.p2.console_1.0.500.v20160504-1450,575127149
org.eclipse.equinox.p2.core_2.4.100.v20160419-0834,573963682
org.eclipse.equinox.p2.director_2.3.300.v20160504-1450,571922121
org.eclipse.equinox.p2.director.app_1.0.500.v20160419-0834,573070456
org.eclipse.equinox.p2.directorywatcher_1.1.100.v20150423-1455,570932947
org.eclipse.equinox.p2.discovery_1.0.400.v20160504-1450,569202387
org.eclipse.equinox.p2.discovery.compatibility_1.0.200.v20131211-1531,570013178
org.eclipse.equinox.p2.engine_2.4.100.v20160419-0834,567777968
org.eclipse.equinox.p2.extensionlocation_1.2.300.v20160419-0834,566779873
org.eclipse.equinox.p2.garbagecollector_1.0.300.v20160504-1450,565805919
org.eclipse.equinox.p2.installer_1.0.500.v20160419-0100,559895890
org.eclipse.equinox.p2.jarprocessor_1.0.500.v20160504-1450,559021068
org.eclipse.equinox.p2.metadata_2.3.100.v20160427-2220,556797385
org.eclipse.equinox.p2.metadata.repository_1.2.300.v20160419-0834,558172866
org.eclipse.equinox.p2.operations_2.4.200.v20160504-1450,556037479
org.eclipse.equinox.p2.publisher_1.4.100.v20160504-1450,553564618
org.eclipse.equinox.p2.publisher.eclipse_1.2.100.v20160504-1450,554848549
org.eclipse.equinox.p2.reconciler.dropins_1.1.400.v20160504-1450,552392637
org.eclipse.equinox.p2.repository_2.3.200.v20160421-0324,550371620
org.eclipse.equinox.p2.repository.tools_2.1.300.v20160421-0324,551492359
org.eclipse.equinox.p2.touchpoint.eclipse_2.1.400.v20160419-0834,549154718
org.eclipse.equinox.p2.touchpoint.natives_1.2.100.v20160419-0834,548260085
org.eclipse.equinox.p2.transport.ecf_1.1.201.v20161115-1927,547546849
org.eclipse.equinox.p2.ui_2.4.100.v20160419-0834,536592959
org.eclipse.equinox.p2.ui.admin_1.0.200.v20150430-1836,544788290
org.eclipse.equinox.p2.ui.admin.rcp_1.0.200.v20150220-1741,545865264
org.eclipse.equinox.p2.ui.discovery_1.0.201.v20160901-1335,542583076
org.eclipse.equinox.p2.ui.importexport_1.1.200.v20160521-1138,540839009
org.eclipse.equinox.p2.ui.sdk_1.0.400.v20150423-1455,538473730
org.eclipse.equinox.p2.ui.sdk.scheduler_1.3.0.v20161124-1529,539627686
org.eclipse.equinox.p2.updatechecker_1.1.300.v20161124-1529,534667138
org.eclipse.equinox.p2.updatesite_1.0.600.v20160504-1450,533535643
org.eclipse.equinox.preferences_3.6.1.v20160815-1406,532490746
org.eclipse.equinox.region_1.3.2.v20170118-1930,531672575
org.eclipse.equinox.registry_3.6.100.v20160223-2218,530718813
org.eclipse.equinox.security_1.2.200.v20150715-1528,526450478
org.eclipse.equinox.security.macosx_1.100.200.v20130327-1442,529930472
org.eclipse.equinox.security.ui_1.1.300.v20150803-1225,528927662
org.eclipse.equinox.security.win32.x86_1.0.300.v20130327-1442,-1
org.eclipse.equinox.security.win32.x86_64_1.0.100.v20130327-1442,-1
org.eclipse.equinox.servletbridge_1.3.200.v20160128-1435,525879415
org.eclipse.equinox.simpleconfigurator_1.1.200.v20160504-1450,508552040
org.eclipse.equinox.simpleconfigurator.manipulator_2.0.200.v20160504-1450,509408382
org.eclipse.equinox.supplement_1.6.100.v20160504-1419,507627656
org.eclipse.equinox.transforms.hook_1.1.0.v20131021-1933,507024635
org.eclipse.equinox.transforms.xslt_1.0.300.v20130327-1442,506450929
org.eclipse.equinox.useradmin_1.1.400.v20130327-1442,505840099
org.eclipse.equinox.util_1.0.500.v20130404-1337,505227147
org.eclipse.equinox.weaving.caching_1.0.400.v20140529-1734,504346413
org.eclipse.equinox.weaving.caching.j9_1.0.200.v20140529-1734,504764855
org.eclipse.equinox.weaving.hook_1.1.200.v20150730-1648,503721392
org.eclipse.equinox.wireadmin_1.0.600.v20150715-1528,502865611
org.eclipse.help_3.7.0.v20160602-1307,498197588
org.eclipse.help.base_4.1.2.v20170301-0400,501557998
org.eclipse.help.ui_4.0.200.v20160510-0758,500301026
org.eclipse.help.webapp_3.8.0.v20160504-0839,499137463
org.eclipse.jdt_3.12.3.v20170301-0400,467103151
org.eclipse.jdt.annotation_2.1.0.v20160418-1457,496722488
org.eclipse.jdt.apt.core_3.4.100.v20160525-0952,495645093
org.eclipse.jdt.apt.pluggable.core_1.1.100.v20160418-1457,494847183
org.eclipse.jdt.apt.ui_3.4.100.v20160418-1457,494051957
org.eclipse.jdt.compiler.apt_1.2.100.v20160418-1457,493177083
org.eclipse.jdt.compiler.tool_1.1.100.v20160418-1457,492407464
org.eclipse.jdt.core_3.12.3.v20170228-1205,487519380
org.eclipse.jdt.core.compiler.batch_3.12.3.v20170228-1205,491545938
org.eclipse.jdt.core.manipulation_1.7.0.v20160419-0705,490702380
org.eclipse.jdt.debug_3.10.1.v20160811-0441,484204063
org.eclipse.jdt.debug.ui_3.7.201.v20160811-0450,485118628
org.eclipse.jdt.junit_3.9.0.v20160421-1701,479673934
org.eclipse.jdt.junit.core_3.8.0.v20160421-1701,482863361
org.eclipse.jdt.junit.runtime_3.4.600.v20160505-0715,482118526
org.eclipse.jdt.junit4.runtime_1.1.600.v20160505-0715,481347157
org.eclipse.jdt.launching_3.8.101.v20161111-2014,476899840
org.eclipse.jdt.launching.macosx_3.3.0.v20160418-1524,478799186
org.eclipse.jdt.launching.ui.macosx_1.1.0.v20160418-1524,478020580
org.eclipse.jdt.ui_3.12.2.v20160929-0804,468019827
org.eclipse.jetty.continuation_9.3.9.v20160517,466301928
org.eclipse.jetty.http_9.3.9.v20160517,465096571
org.eclipse.jetty.io_9.3.9.v20160517,464054722
org.eclipse.jetty.security_9.3.9.v20160517,463087104
org.eclipse.jetty.server_9.3.9.v20160517,461086743
org.eclipse.jetty.servlet_9.3.9.v20160517,460023721
org.eclipse.jetty.util_9.3.9.v20160517,458300562
org.eclipse.jface_3.12.2.v20170113-2113,452795849
org.eclipse.jface.databinding_1.8.1.v20161026-1531,457169400
org.eclipse.jface.examples.databinding_1.0.300.v20160517-0715,455909875
org.eclipse.jface.text_3.11.2.v20170220-1911,454332747
org.eclipse.jsch.core_1.3.0.v20160422-1917,452277293
org.eclipse.jsch.ui_1.3.0.v20160323-1650,451450797
org.eclipse.ltk.core.refactoring_3.7.0.v20160419-0705,450098123
org.eclipse.ltk.ui.refactoring_3.8.0.v20160518-1817,448753388
org.eclipse.osgi.compatibility.plugins_1.0.0.v20131023-1243,448036426
org.eclipse.osgi.compatibility.state_1.0.200.v20160504-1419,447130062
org.eclipse.osgi.services_3.5.100.v20160504-1419,445832835
org.eclipse.osgi.util_3.3.100.v20150423-1351,445060104
org.eclipse.pde_3.12.3.v20170301-0400,409608139
org.eclipse.pde.api.tools_1.1.2.v20161115-0549,430847484
org.eclipse.pde.api.tools.annotations_1.0.100.v20160418-1724,441956930
org.eclipse.pde.api.tools.ee.cdcfoundation10_1.0.200.v20130327-1631,441221898
org.eclipse.pde.api.tools.ee.cdcfoundation11_1.0.200.v20130327-1631,440394390
org.eclipse.pde.api.tools.ee.j2se12_1.0.200.v20130327-1631,439729754
org.eclipse.pde.api.tools.ee.j2se13_1.0.200.v20130327-1631,439084432
org.eclipse.pde.api.tools.ee.j2se14_1.0.200.v20130327-1631,438442256
org.eclipse.pde.api.tools.ee.j2se15_1.0.200.v20130327-1631,437274414
org.eclipse.pde.api.tools.ee.javase16_1.0.200.v20130327-1631,436560081
org.eclipse.pde.api.tools.ee.javase17_1.0.100.v20130327-1631,435883547
org.eclipse.pde.api.tools.ee.javase18_1.0.0.v20160419-1303,435079401
org.eclipse.pde.api.tools.ee.jre11_1.0.200.v20130327-1631,434458268
org.eclipse.pde.api.tools.ee.osgiminimum12_1.0.300.v20130327-1631,433797781
org.eclipse.pde.api.tools.ui_1.1.0.v20160519-0701,432327510
org.eclipse.pde.build_3.9.200.v20160204-0642,429397658
org.eclipse.pde.core_3.11.1.v20161115-1951,427542158
org.eclipse.pde.ds.annotations_1.0.0.v20160525-1437,426451642
org.eclipse.pde.ds.core_1.1.0.v20151201-1325,425500940
org.eclipse.pde.ds.ui_1.1.0.v20160518-1843,424290223
org.eclipse.pde.junit.runtime_3.5.0.v20151013-0625,423570196
org.eclipse.pde.launching_3.6.401.v20161115-0549,422798926
org.eclipse.pde.runtime_3.5.0.v20160418-1724,421953357
org.eclipse.pde.tools.versioning_1.0.200.v20140518-1929,419692037
org.eclipse.pde.ua.core_1.0.500.v20160204-0642,418767930
org.eclipse.pde.ua.ui_1.1.0.v20160518-1843,417305882
org.eclipse.pde.ui_3.9.100.v20161102-0517,410615605
org.eclipse.pde.ui.templates_3.6.0.v20160424-1948,416157798
org.eclipse.platform_4.6.3.v20170301-0400,408503833
org.eclipse.rcp_4.6.3.v20170301-0400,407832585
org.eclipse.releng.tools_3.9.0.v20160416-2220,406601574
org.eclipse.sdk_4.6.3.v20170301-0400,405474980
org.eclipse.sdk.examples_3.5.600.v20170301-0400,406003433
org.eclipse.search_3.11.1.v20161113-1700,404635681
org.eclipse.swt_3.105.3.v20170228-0512,379102842
org.eclipse.swt.cocoa.macosx.x86_64_3.105.3.v20170228-0512,403269936
org.eclipse.swt.examples_3.105.3.v20161230-1118,400309713
org.eclipse.swt.examples.browser.demos_3.105.3.v20161230-1118,402732146
org.eclipse.swt.examples.launcher_3.105.3.v20161230-1118,402344748
org.eclipse.swt.examples.ole.win32_3.105.3.v20161230-1118,401921996
org.eclipse.swt.examples.views_3.105.3.v20161230-1118,401488470
org.eclipse.swt.gtk.aix.ppc_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.aix.ppc64_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.hpux.ia64_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.linux.ppc_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.linux.ppc64_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.linux.ppc64le_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.linux.s390_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.linux.s390x_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.linux.x86_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.linux.x86_64_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.solaris.sparcv9_3.105.3.v20170228-0512,-1
org.eclipse.swt.gtk.solaris.x86_64_3.105.3.v20170228-0512,-1
org.eclipse.swt.tools_3.105.3.v20161230-1118,383026927
org.eclipse.swt.win32.win32.x86_3.105.3.v20170228-0512,-1
org.eclipse.swt.win32.win32.x86_64_3.105.3.v20170228-0512,-1
org.eclipse.team.core_3.8.0.v20160418-1534,378365144
org.eclipse.team.cvs.core_3.4.0.v20160418-1534,377101428
org.eclipse.team.cvs.ssh2_3.3.0.v20160418-1534,376256014
org.eclipse.team.cvs.ui_3.4.0.v20160518-1906,374124914
org.eclipse.team.examples.filesystem_3.5.0.v20160323-1650,373352334
org.eclipse.team.ui_3.8.0.v20160518-1906,371617734
org.eclipse.test.performance_3.12.0.v20170213-1316,370646465
org.eclipse.test.performance.win32_3.1.200.v20140518-1929,371120544
org.eclipse.text_3.6.0.v20160503-1849,370107238
org.eclipse.ui_3.108.1.v20160929-1045,344186285
org.eclipse.ui.browser_3.5.2.v20161114-0210,369442625
org.eclipse.ui.cheatsheets_3.5.0.v20160504-0839,368463167
org.eclipse.ui.cocoa_1.1.100.v20151202-1450,367855357
org.eclipse.ui.console_3.6.201.v20161107-0337,367162628
org.eclipse.ui.editors_3.10.1.v20161106-1856,366214640
org.eclipse.ui.examples.contributions_3.4.0.v20160401-0528,365550037
