Bundle,Resolving Time
com.google.code.atinject.tck_1.1.0.v20150813-0925,1021881799
com.ibm.icu_56.1.0.v201601250100,1019955480
com.jcraft.jsch_0.1.54.v20170116-1932,1018055776
com.sun.el_2.2.0.v201303151357,1016879929
javax.annotation_1.2.0.v201602091430,1015951427
javax.el_2.2.0.v201303151357,1014921716
javax.inject_1.0.0.v20091030,1014031533
javax.servlet_3.1.0.v201410161800,1011303252
javax.servlet.jsp_2.2.0.v201112011158,1012917248
javax.xml_1.3.4.v201005080400,1007952779
org.apache.ant_1.9.6.v201510161327,1005995314
org.apache.batik.css_1.7.0.v201011041433,1004266614
org.apache.batik.util_1.7.0.v201011041433,1001718698
org.apache.batik.util.gui_1.7.0.v200903091627,1002902023
org.apache.commons.codec_1.6.0.v201305230611,999379069
org.apache.commons.fileupload_1.2.2.v20111214-1400,997485032
org.apache.commons.io_2.2.0.v201405211200,996307559
org.apache.commons.jxpath_1.3.0.v200911051830,994625027
org.apache.commons.logging_1.1.1.v201101211721,993447916
org.apache.felix.gogo.command_0.10.0.v201209301215,-1
org.apache.felix.gogo.runtime_0.10.0.v201209301036,-1
org.apache.felix.gogo.shell_0.10.0.v201212101605,-1
org.apache.httpcomponents.httpclient_4.3.6.v201511171540,982226918
org.apache.httpcomponents.httpcore_4.3.3.v201411290715,975037493
org.apache.jasper.glassfish_2.2.2.v201501141630,971840520
org.apache.lucene.analysis_3.5.0.v20120725-1805,969976758
org.apache.lucene.core_3.5.0.v20120725-1805,968233049
org.apache.mina.core_2.0.7.v201401071602,963588962
org.apache.sshd.core_0.7.0.v201303101611,960443009
org.easymock_2.4.0.v20090202-0900,959492464
org.eclipse.ant.core_3.4.100.v20160505-0642,958169712
org.eclipse.ant.launching_1.1.201.v20161115-1135,956217072
org.eclipse.ant.optional.junit_3.3.200.v20160315-2119,954944857
org.eclipse.ant.ui_3.6.201.v20161115-1135,950119298
org.eclipse.compare_3.7.1.v20170103-1805,943390272
org.eclipse.compare.core_3.6.0.v20160418-1534,949312388
org.eclipse.compare.examples_3.2.0.v20160323-1650,946736431
org.eclipse.compare.examples.xml_3.4.0.v20161002-1953,947712247
org.eclipse.compare.win32_1.1.0.v20160418-1534,-1
org.eclipse.core.commands_3.8.1.v20161221-1651,940920251
org.eclipse.core.contenttype_3.5.100.v20160418-1621,939383813
org.eclipse.core.databinding_1.6.0.v20160412-0910,933898058
org.eclipse.core.databinding.beans_1.3.100.v20160509-1025,938374623
org.eclipse.core.databinding.observable_1.6.0.v20160511-1747,936773810
org.eclipse.core.databinding.property_1.6.0.v20160427-0852,935325566
org.eclipse.core.expressions_3.5.100.v20160418-1621,932877611
org.eclipse.core.externaltools_1.0.400.v20160509-1057,931810835
org.eclipse.core.filebuffers_3.6.0.v20160503-1849,930564989
org.eclipse.core.filesystem_1.6.1.v20161113-2349,918575197
org.eclipse.core.filesystem.aix.ppc_1.1.0.v20140124-1940,-1
